usage_id,account_id,feature_name,usage_date,usage_count,usage_duration_secs,error_count,is_beta_feature
USG_000074,ACC_00001,Dashboard Export,2022-09-11,12,696,0,0
USG_000075,ACC_00001,Mobile App,2022-09-11,3,327,0,0
USG_000076,ACC_00001,SSO,2022-09-14,10,3320,0,0
USG_000077,ACC_00001,Webhook,2022-09-14,13,2184,0,0
USG_000078,ACC_00001,Bulk Import,2022-09-14,2,1020,0,0
USG_000079,ACC_00001,Dashboard Export,2022-09-14,2,422,0,0
USG_000080,ACC_00001,Mobile App,2022-09-14,8,3336,0,0
USG_000081,ACC_00001,SSO,2022-09-15,2,604,0,0
USG_000082,ACC_00001,Webhook,2022-09-15,10,4030,0,0
USG_000083,ACC_00001,Bulk Import,2022-09-15,14,1834,0,0
USG_000084,ACC_00001,Dashboard Export,2022-09-15,12,5940,0,0
USG_000085,ACC_00001,Mobile App,2022-09-15,15,6780,0,0
USG_000086,ACC_00001,SSO,2022-09-18,10,1510,0,0
USG_000087,ACC_00001,Webhook,2022-09-18,3,1524,0,0
USG_000088,ACC_00001,Bulk Import,2022-09-18,16,8048,0,0
USG_000089,ACC_00001,Dashboard Export,2022-09-18,2,1146,0,0
USG_000090,ACC_00001,Mobile App,2022-09-18,16,1568,0,0
USG_000091,ACC_00001,SSO,2022-09-25,7,2723,0,0
USG_000092,ACC_00001,Webhook,2022-09-25,15,3120,0,0
USG_000093,ACC_00001,Bulk Import,2022-09-25,7,3661,0,0
USG_000094,ACC_00001,Dashboard Export,2022-09-25,2,160,0,0
USG_000095,ACC_00001,Mobile App,2022-09-25,11,572,0,0
USG_000096,ACC_00001,SSO,2022-09-28,14,938,0,0
USG_000097,ACC_00001,Webhook,2022-09-28,3,216,0,0
USG_000098,ACC_00001,Bulk Import,2022-09-28,1,89,0,0
USG_000099,ACC_00001,Dashboard Export,2022-09-28,4,2208,0,0
USG_000100,ACC_00001,Mobile App,2022-09-28,7,2429,0,0
USG_000101,ACC_00001,SSO,2022-10-08,1,211,0,0
USG_000102,ACC_00001,Webhook,2022-10-08,9,801,0,0
USG_000103,ACC_00001,Bulk Import,2022-10-08,4,1460,0,0
USG_000104,ACC_00001,Dashboard Export,2022-10-08,4,2024,0,0
USG_000105,ACC_00001,Mobile App,2022-10-08,11,3476,0,0
USG_000106,ACC_00001,SSO,2022-10-12,6,390,0,0
USG_000107,ACC_00001,Webhook,2022-10-12,10,2050,0,0
USG_000108,ACC_00001,Bulk Import,2022-10-12,3,1794,0,0
USG_000109,ACC_00001,Dashboard Export,2022-10-12,11,5841,0,0
USG_000110,ACC_00001,Mobile App,2022-10-12,2,1050,0,0
USG_000111,ACC_00001,SSO,2022-10-16,12,1212,0,0
USG_000112,ACC_00001,Webhook,2022-10-16,1,191,0,0
USG_000113,ACC_00001,Bulk Import,2022-10-16,10,3560,0,0
USG_000114,ACC_00001,Dashboard Export,2022-10-16,6,3054,0,0
USG_000115,ACC_00001,Mobile App,2022-10-16,9,423,0,0
USG_000116,ACC_00001,SSO,2022-10-19,18,6570,0,0
USG_000117,ACC_00001,Webhook,2022-10-19,3,1755,0,0
USG_000118,ACC_00001,Bulk Import,2022-10-19,8,1608,0,0
USG_000119,ACC_00001,Dashboard Export,2022-10-19,14,1834,0,0
USG_000120,ACC_00001,Mobile App,2022-10-19,17,4845,0,0
USG_000121,ACC_00001,SSO,2022-10-20,6,3468,0,0
USG_000122,ACC_00001,Webhook,2022-10-20,1,461,0,0
USG_000123,ACC_00001,Bulk Import,2022-10-20,1,167,0,0
USG_000124,ACC_00001,Dashboard Export,2022-10-20,18,4410,0,0
USG_000125,ACC_00001,Mobile App,2022-10-20,12,5088,0,0
USG_000126,ACC_00001,SSO,2022-10-26,18,7272,0,0
USG_000127,ACC_00001,Webhook,2022-10-26,5,615,0,0
USG_000128,ACC_00001,Bulk Import,2022-10-26,7,3045,0,0
USG_000129,ACC_00001,Dashboard Export,2022-10-26,1,287,0,0
USG_000130,ACC_00001,Mobile App,2022-10-26,16,4752,0,0
USG_000131,ACC_00001,SSO,2022-10-31,17,7123,0,0
USG_000132,ACC_00001,Webhook,2022-10-31,2,872,0,0
USG_000133,ACC_00001,Bulk Import,2022-10-31,6,3402,0,0
USG_000134,ACC_00001,Dashboard Export,2022-10-31,16,1872,0,0
USG_000135,ACC_00001,Mobile App,2022-10-31,18,3708,0,0
USG_000136,ACC_00001,SSO,2022-11-04,2,842,0,0
USG_000137,ACC_00001,Webhook,2022-11-04,3,450,0,0
USG_000138,ACC_00001,Bulk Import,2022-11-04,14,1302,0,0
USG_000139,ACC_00001,Dashboard Export,2022-11-04,17,9401,0,0
USG_000140,ACC_00001,Mobile App,2022-11-04,4,516,0,0
USG_000141,ACC_00001,SSO,2022-11-23,8,3048,0,0
USG_000142,ACC_00001,Webhook,2022-11-23,1,267,0,0
USG_000143,ACC_00001,Bulk Import,2022-11-23,2,650,1,0
USG_000144,ACC_00001,Dashboard Export,2022-11-23,19,3629,0,0
USG_000145,ACC_00001,Mobile App,2022-11-23,8,3744,0,0
USG_000146,ACC_00001,SSO,2022-12-02,13,2743,0,0
USG_000147,ACC_00001,Webhook,2022-12-02,3,1773,0,0
USG_000148,ACC_00001,Bulk Import,2022-12-02,17,9112,0,0
USG_000149,ACC_00001,Dashboard Export,2022-12-02,1,41,0,0
USG_000150,ACC_00001,Mobile App,2022-12-02,13,5733,0,0
USG_000151,ACC_00001,SSO,2022-12-04,18,6750,0,0
USG_000152,ACC_00001,Webhook,2022-12-04,2,700,0,0
USG_000153,ACC_00001,Bulk Import,2022-12-04,15,4995,1,0
USG_000154,ACC_00001,Dashboard Export,2022-12-04,1,305,0,0
USG_000155,ACC_00001,Mobile App,2022-12-04,13,1209,0,0
USG_000156,ACC_00001,SSO,2022-12-10,4,1520,0,0
USG_000157,ACC_00001,Webhook,2022-12-10,19,10146,0,0
USG_000158,ACC_00001,Bulk Import,2022-12-10,9,297,0,0
USG_000159,ACC_00001,Dashboard Export,2022-12-10,4,428,0,0
USG_000160,ACC_00001,Mobile App,2022-12-10,4,184,0,0
USG_000161,ACC_00001,SSO,2022-12-18,4,1496,0,0
USG_000162,ACC_00001,Webhook,2022-12-18,8,4216,0,0
USG_000163,ACC_00001,Bulk Import,2022-12-18,8,3016,1,0
USG_000164,ACC_00001,Dashboard Export,2022-12-18,2,1058,0,0
USG_000165,ACC_00001,Mobile App,2022-12-18,3,147,0,0
USG_000166,ACC_00001,SSO,2022-12-21,12,564,0,0
USG_000167,ACC_00001,Webhook,2022-12-21,14,5642,0,0
USG_000168,ACC_00001,Bulk Import,2022-12-21,15,6120,0,0
USG_000169,ACC_00001,Dashboard Export,2022-12-21,1,203,0,0
USG_000170,ACC_00001,Mobile App,2022-12-21,9,4869,0,0
USG_000171,ACC_00001,SSO,2022-12-24,17,5950,0,0
USG_000172,ACC_00001,Webhook,2022-12-24,9,1575,0,0
USG_000173,ACC_00001,Bulk Import,2022-12-24,4,1376,0,0
USG_000174,ACC_00001,Dashboard Export,2022-12-24,3,354,1,0
USG_000175,ACC_00001,Mobile App,2022-12-24,1,385,1,0
USG_000176,ACC_00001,SSO,2022-12-27,7,546,0,0
USG_000177,ACC_00001,Webhook,2022-12-27,5,715,1,0
USG_000178,ACC_00001,Bulk Import,2022-12-27,2,938,1,0
USG_000179,ACC_00001,Dashboard Export,2022-12-27,1,426,0,0
USG_000180,ACC_00001,Mobile App,2022-12-27,2,808,0,0
USG_000181,ACC_00001,SSO,2022-12-30,18,3780,0,0
USG_000182,ACC_00001,Webhook,2022-12-30,4,1872,0,0
USG_000183,ACC_00001,Bulk Import,2022-12-30,3,1452,0,0
USG_000184,ACC_00001,Dashboard Export,2022-12-30,14,8302,1,0
USG_000185,ACC_00001,Mobile App,2022-12-30,2,782,0,0
USG_000186,ACC_00001,SSO,2023-01-05,1,499,0,0
USG_000187,ACC_00001,Webhook,2023-01-05,9,351,0,0
USG_000188,ACC_00001,Bulk Import,2023-01-05,17,3842,0,0
USG_000189,ACC_00001,Dashboard Export,2023-01-05,13,3523,0,0
USG_000190,ACC_00001,Mobile App,2023-01-05,19,1463,0,0
USG_000191,ACC_00001,SSO,2023-01-07,4,384,0,0
USG_000192,ACC_00001,Webhook,2023-01-07,1,510,0,0
USG_000193,ACC_00001,Bulk Import,2023-01-07,3,1341,0,0
USG_000194,ACC_00001,Dashboard Export,2023-01-07,8,1624,0,0
USG_000195,ACC_00001,Mobile App,2023-01-07,4,496,0,0
USG_000196,ACC_00001,SSO,2023-01-11,7,2359,0,0
USG_000197,ACC_00001,Webhook,2023-01-11,5,2320,0,0
USG_000198,ACC_00001,Bulk Import,2023-01-11,10,550,0,0
USG_000199,ACC_00001,Dashboard Export,2023-01-11,1,235,0,0
USG_000200,ACC_00001,Mobile App,2023-01-11,17,8398,0,0
USG_000201,ACC_00001,SSO,2023-01-22,5,2305,0,0
USG_000202,ACC_00001,Webhook,2023-01-22,4,1308,0,0
USG_000203,ACC_00001,Bulk Import,2023-01-22,19,10849,0,0
USG_000204,ACC_00001,Dashboard Export,2023-01-22,9,2880,0,0
USG_000205,ACC_00001,Mobile App,2023-01-22,4,2344,0,0
USG_000206,ACC_00001,SSO,2023-01-30,5,1015,0,0
USG_000207,ACC_00001,Webhook,2023-01-30,1,210,0,0
USG_000208,ACC_00001,Bulk Import,2023-01-30,1,61,0,0
USG_000209,ACC_00001,Dashboard Export,2023-01-30,17,7514,0,0
USG_000210,ACC_00001,Mobile App,2023-01-30,17,2244,0,0
USG_000211,ACC_00001,SSO,2023-01-31,2,328,0,0
USG_000212,ACC_00001,Webhook,2023-01-31,3,366,0,0
USG_000213,ACC_00001,Bulk Import,2023-01-31,17,5202,0,0
USG_000214,ACC_00001,Dashboard Export,2023-01-31,8,3264,0,0
USG_000215,ACC_00001,Mobile App,2023-01-31,2,968,0,0
USG_000216,ACC_00001,SSO,2023-02-01,15,1785,0,0
USG_000217,ACC_00001,Webhook,2023-02-01,7,2128,0,0
USG_000218,ACC_00001,Bulk Import,2023-02-01,2,716,0,0
USG_000219,ACC_00001,Dashboard Export,2023-02-01,16,4080,0,0
USG_000220,ACC_00001,Mobile App,2023-02-01,1,83,0,0
USG_000221,ACC_00001,SSO,2023-02-08,4,700,1,0
USG_000222,ACC_00001,Webhook,2023-02-08,2,612,0,0
USG_000223,ACC_00001,Bulk Import,2023-02-08,1,108,0,0
USG_000224,ACC_00001,Dashboard Export,2023-02-08,14,448,0,0
USG_000225,ACC_00001,Mobile App,2023-02-08,17,4607,0,0
USG_000226,ACC_00001,SSO,2023-02-13,4,1900,0,0
USG_000227,ACC_00001,Webhook,2023-02-13,8,3792,0,0
USG_000228,ACC_00001,Bulk Import,2023-02-13,1,87,0,0
USG_000229,ACC_00001,Dashboard Export,2023-02-13,1,486,0,0
USG_000230,ACC_00001,Mobile App,2023-02-13,1,437,0,0
USG_000231,ACC_00001,SSO,2023-02-16,12,3084,0,0
USG_000232,ACC_00001,Webhook,2023-02-16,14,2982,0,0
USG_000233,ACC_00001,Bulk Import,2023-02-16,14,4032,0,0
USG_000234,ACC_00001,Dashboard Export,2023-02-16,8,1104,0,0
USG_000235,ACC_00001,Mobile App,2023-02-16,10,350,0,0
USG_000236,ACC_00001,SSO,2023-02-21,17,5627,0,0
USG_000237,ACC_00001,Webhook,2023-02-21,2,806,0,0
USG_000238,ACC_00001,Bulk Import,2023-02-21,2,1014,0,0
USG_000239,ACC_00001,Dashboard Export,2023-02-21,15,8505,0,0
USG_000240,ACC_00001,Mobile App,2023-02-21,13,5863,0,0
USG_000241,ACC_00001,SSO,2023-02-24,4,752,0,0
USG_000242,ACC_00001,Webhook,2023-02-24,17,1819,0,0
USG_000243,ACC_00001,Bulk Import,2023-02-24,16,2624,0,0
USG_000244,ACC_00001,Dashboard Export,2023-02-24,8,2928,0,0
USG_000245,ACC_00001,Mobile App,2023-02-24,19,2698,0,0
USG_000246,ACC_00001,SSO,2023-02-26,5,925,0,0
USG_000247,ACC_00001,Webhook,2023-02-26,13,6500,0,0
USG_000248,ACC_00001,Bulk Import,2023-02-26,1,30,0,0
USG_000249,ACC_00001,Dashboard Export,2023-02-26,4,196,0,0
USG_000250,ACC_00001,Mobile App,2023-02-26,19,2736,0,0
USG_000251,ACC_00001,SSO,2023-03-01,4,816,0,0
USG_000252,ACC_00001,Webhook,2023-03-01,12,5784,0,0
USG_000253,ACC_00001,Bulk Import,2023-03-01,5,2540,0,0
USG_000254,ACC_00001,Dashboard Export,2023-03-01,2,128,0,0
USG_000255,ACC_00001,Mobile App,2023-03-01,2,910,0,0
USG_000256,ACC_00001,SSO,2023-03-04,17,6511,0,0
USG_000257,ACC_00001,Webhook,2023-03-04,3,1665,0,0
USG_000258,ACC_00001,Bulk Import,2023-03-04,11,3190,0,0
USG_000259,ACC_00001,Dashboard Export,2023-03-04,8,3664,0,0
USG_000260,ACC_00001,Mobile App,2023-03-04,2,364,0,0
USG_000261,ACC_00001,SSO,2023-03-10,18,6102,0,0
USG_000262,ACC_00001,Webhook,2023-03-10,8,2280,0,0
USG_000263,ACC_00001,Bulk Import,2023-03-10,5,1205,0,0
USG_000264,ACC_00001,Dashboard Export,2023-03-10,9,576,0,0
USG_000265,ACC_00001,Mobile App,2023-03-10,1,65,0,0
USG_000266,ACC_00001,SSO,2023-03-14,11,1243,0,0
USG_000267,ACC_00001,Webhook,2023-03-14,19,4579,0,0
USG_000268,ACC_00001,Bulk Import,2023-03-14,17,1938,0,0
USG_000269,ACC_00001,Dashboard Export,2023-03-14,3,567,0,0
USG_000270,ACC_00001,Mobile App,2023-03-14,9,4293,0,0
USG_000271,ACC_00001,SSO,2023-03-16,3,117,0,0
USG_000272,ACC_00001,Webhook,2023-03-16,7,266,0,0
USG_000273,ACC_00001,Bulk Import,2023-03-16,4,1748,0,0
USG_000274,ACC_00001,Dashboard Export,2023-03-16,18,4086,0,0
USG_000275,ACC_00001,Mobile App,2023-03-16,2,734,0,0
USG_000276,ACC_00001,SSO,2023-03-17,3,1443,0,0
USG_000277,ACC_00001,Webhook,2023-03-17,7,1008,0,0
USG_000278,ACC_00001,Bulk Import,2023-03-17,18,6732,0,0
USG_000279,ACC_00001,Dashboard Export,2023-03-17,16,6720,0,0
USG_000280,ACC_00001,Mobile App,2023-03-17,19,798,0,0
USG_000281,ACC_00001,SSO,2023-03-20,8,2896,0,0
USG_000282,ACC_00001,Webhook,2023-03-20,12,1452,1,0
USG_000283,ACC_00001,Bulk Import,2023-03-20,9,5364,0,0
USG_000284,ACC_00001,Dashboard Export,2023-03-20,4,1328,0,0
USG_000285,ACC_00001,Mobile App,2023-03-20,8,3344,0,0
USG_000286,ACC_00001,SSO,2023-03-28,11,2409,0,0
USG_000287,ACC_00001,Webhook,2023-03-28,3,1107,0,0
USG_000288,ACC_00001,Bulk Import,2023-03-28,18,4644,0,0
USG_000289,ACC_00001,Dashboard Export,2023-03-28,16,2816,0,0
USG_000290,ACC_00001,Mobile App,2023-03-28,3,744,0,0
USG_000291,ACC_00001,SSO,2023-03-30,15,8100,0,0
USG_000292,ACC_00001,Webhook,2023-03-30,18,1566,0,0
USG_000293,ACC_00001,Bulk Import,2023-03-30,4,780,0,0
USG_000294,ACC_00001,Dashboard Export,2023-03-30,4,1132,0,0
USG_000295,ACC_00001,Mobile App,2023-03-30,16,3168,0,0
USG_000296,ACC_00001,SSO,2023-04-03,3,90,0,0
USG_000297,ACC_00001,Webhook,2023-04-03,12,1212,0,0
USG_000298,ACC_00001,Bulk Import,2023-04-03,4,128,0,0
USG_000299,ACC_00001,Dashboard Export,2023-04-03,1,521,0,0
USG_000300,ACC_00001,Mobile App,2023-04-03,9,2646,0,0
USG_000301,ACC_00001,SSO,2023-04-07,9,1863,0,0
USG_000302,ACC_00001,Webhook,2023-04-07,4,1320,1,0
USG_000303,ACC_00001,Bulk Import,2023-04-07,12,7020,0,0
USG_000304,ACC_00001,Dashboard Export,2023-04-07,11,6534,0,0
USG_000305,ACC_00001,Mobile App,2023-04-07,16,4400,0,0
USG_000306,ACC_00001,SSO,2023-04-12,17,7939,0,0
USG_000307,ACC_00001,Webhook,2023-04-12,3,705,0,0
USG_000308,ACC_00001,Bulk Import,2023-04-12,1,185,0,0
USG_000309,ACC_00001,Dashboard Export,2023-04-12,1,516,0,0
USG_000310,ACC_00001,Mobile App,2023-04-12,2,154,0,0
USG_000311,ACC_00001,SSO,2023-04-14,4,1780,0,0
USG_000312,ACC_00001,Webhook,2023-04-14,13,6019,0,0
USG_000313,ACC_00001,Bulk Import,2023-04-14,4,1908,0,0
USG_000314,ACC_00001,Dashboard Export,2023-04-14,2,362,0,0
USG_000315,ACC_00001,Mobile App,2023-04-14,10,4910,0,0
USG_000316,ACC_00001,SSO,2023-04-25,1,110,0,0
USG_000317,ACC_00001,Webhook,2023-04-25,16,1184,0,0
USG_000318,ACC_00001,Bulk Import,2023-04-25,15,6225,0,0
USG_000319,ACC_00001,Dashboard Export,2023-04-25,10,5660,0,0
USG_000320,ACC_00001,Mobile App,2023-04-25,19,10032,0,0
USG_000321,ACC_00001,SSO,2023-04-28,1,237,0,0
USG_000322,ACC_00001,Webhook,2023-04-28,18,5400,0,0
USG_000323,ACC_00001,Bulk Import,2023-04-28,11,2255,0,0
USG_000324,ACC_00001,Dashboard Export,2023-04-28,1,117,0,0
USG_000325,ACC_00001,Mobile App,2023-04-28,2,346,0,0
USG_000326,ACC_00001,SSO,2023-05-02,4,2360,0,0
USG_000327,ACC_00001,Webhook,2023-05-02,4,1748,0,0
USG_000328,ACC_00001,Bulk Import,2023-05-02,3,1110,0,0
USG_000329,ACC_00001,Dashboard Export,2023-05-02,7,3136,0,0
USG_000330,ACC_00001,Mobile App,2023-05-02,3,456,0,0
USG_000331,ACC_00001,SSO,2023-05-06,16,2688,1,0
USG_000332,ACC_00001,Webhook,2023-05-06,18,1242,0,0
USG_000333,ACC_00001,Bulk Import,2023-05-06,16,3152,0,0
USG_000334,ACC_00001,Dashboard Export,2023-05-06,19,9994,0,0
USG_000335,ACC_00001,Mobile App,2023-05-06,3,504,0,0
USG_000336,ACC_00001,SSO,2023-05-10,2,470,0,0
USG_000337,ACC_00001,Webhook,2023-05-10,18,6678,0,0
USG_000338,ACC_00001,Bulk Import,2023-05-10,5,1250,0,0
USG_000339,ACC_00001,Dashboard Export,2023-05-10,10,4930,0,0
USG_000340,ACC_00001,Mobile App,2023-05-10,4,1324,0,0
USG_000341,ACC_00001,SSO,2023-05-18,3,1374,0,0
USG_000342,ACC_00001,Webhook,2023-05-18,19,6118,0,0
USG_000343,ACC_00001,Bulk Import,2023-05-18,3,1737,0,0
USG_000344,ACC_00001,Dashboard Export,2023-05-18,10,3500,0,0
USG_000345,ACC_00001,Mobile App,2023-05-18,7,686,0,0
USG_000346,ACC_00001,SSO,2023-05-21,3,435,0,0
USG_000347,ACC_00001,Webhook,2023-05-21,6,870,0,0
USG_000348,ACC_00001,Bulk Import,2023-05-21,1,440,0,0
USG_000349,ACC_00001,Dashboard Export,2023-05-21,13,5850,0,0
USG_000350,ACC_00001,Mobile App,2023-05-21,3,1296,0,0
USG_000351,ACC_00001,SSO,2023-05-24,18,7866,0,0
USG_000352,ACC_00001,Webhook,2023-05-24,3,1215,0,0
USG_000353,ACC_00001,Bulk Import,2023-05-24,2,312,0,0
USG_000354,ACC_00001,Dashboard Export,2023-05-24,5,1930,0,0
USG_000355,ACC_00001,Mobile App,2023-05-24,15,1350,0,0
USG_000356,ACC_00001,SSO,2023-05-26,3,1632,0,0
USG_000357,ACC_00001,Webhook,2023-05-26,13,2834,0,0
USG_000358,ACC_00001,Bulk Import,2023-05-26,3,1380,0,0
USG_000359,ACC_00001,Dashboard Export,2023-05-26,4,628,0,0
USG_000360,ACC_00001,Mobile App,2023-05-26,4,1640,0,0
USG_000361,ACC_00001,SSO,2023-06-02,1,92,0,0
USG_000362,ACC_00001,Webhook,2023-06-02,8,2280,0,0
USG_000363,ACC_00001,Bulk Import,2023-06-02,14,4928,0,0
USG_000364,ACC_00001,Dashboard Export,2023-06-02,1,418,0,0
USG_000365,ACC_00001,Mobile App,2023-06-02,11,4444,0,0
USG_000366,ACC_00001,SSO,2023-06-05,4,188,0,0
USG_000367,ACC_00001,Webhook,2023-06-05,12,3732,0,0
USG_000368,ACC_00001,Bulk Import,2023-06-05,10,3750,0,0
USG_000369,ACC_00001,Dashboard Export,2023-06-05,17,2550,0,0
USG_000370,ACC_00001,Mobile App,2023-06-05,5,1335,0,0
USG_000371,ACC_00001,SSO,2023-06-06,2,1150,0,0
USG_000372,ACC_00001,Webhook,2023-06-06,18,2322,0,0
USG_000373,ACC_00001,Bulk Import,2023-06-06,4,480,0,0
USG_000374,ACC_00001,Dashboard Export,2023-06-06,14,7658,0,0
USG_000375,ACC_00001,Mobile App,2023-06-06,17,9129,0,0
USG_000376,ACC_00001,SSO,2023-06-09,5,2605,0,0
USG_000377,ACC_00001,Webhook,2023-06-09,3,1062,0,0
USG_000378,ACC_00001,Bulk Import,2023-06-09,2,1120,0,0
USG_000379,ACC_00001,Dashboard Export,2023-06-09,16,9216,0,0
USG_000380,ACC_00001,Mobile App,2023-06-09,16,7792,0,0
USG_000381,ACC_00001,SSO,2023-06-13,10,1410,0,0
USG_000382,ACC_00001,Webhook,2023-06-13,2,186,0,0
USG_000383,ACC_00001,Bulk Import,2023-06-13,1,324,0,0
USG_000384,ACC_00001,Dashboard Export,2023-06-13,12,1752,0,0
USG_000385,ACC_00001,Mobile App,2023-06-13,17,8058,0,0
USG_000386,ACC_00001,SSO,2023-06-16,13,6916,0,0
USG_000387,ACC_00001,Webhook,2023-06-16,13,3432,0,0
USG_000388,ACC_00001,Bulk Import,2023-06-16,1,352,0,0
USG_000389,ACC_00001,Dashboard Export,2023-06-16,4,1816,0,0
USG_000390,ACC_00001,Mobile App,2023-06-16,18,9162,0,0
USG_000391,ACC_00001,SSO,2023-06-22,3,1293,0,0
USG_000392,ACC_00001,Webhook,2023-06-22,3,1167,0,0
USG_000393,ACC_00001,Bulk Import,2023-06-22,4,448,0,0
USG_000394,ACC_00001,Dashboard Export,2023-06-22,14,4942,0,0
USG_000395,ACC_00001,Mobile App,2023-06-22,7,4018,0,0
USG_000396,ACC_00001,SSO,2023-06-29,1,371,0,0
USG_000397,ACC_00001,Webhook,2023-06-29,10,970,0,0
USG_000398,ACC_00001,Bulk Import,2023-06-29,12,564,0,0
USG_000399,ACC_00001,Dashboard Export,2023-06-29,19,6897,0,0
USG_000400,ACC_00001,Mobile App,2023-06-29,11,4092,0,0
USG_000401,ACC_00001,SSO,2023-07-02,10,2760,0,0
